"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0048660","GO:0048660","regulation of smooth muscle cell proliferation",143,-0.575067314706208,-1.82503397102914,2.64776521979671e-06,9.89027511442628e-05,7.35833397673098e-05,3317,"tags=33%, list=13%, signal=29%","26119/4615/3606/6352/5728/3479/6869/8013/5592/199/2247/1956/6934/657/65009/1901/3398/1026/3690/7434/55512/4921/10891/5136/2852/4208/5467/406937/4209/4881/80310/2263/4969/9927/3162/9510/10672/57447/650/93649/3248/7168/1264/1991/348093/3570/27250"
"GO:0050657","GO:0050657","nucleic acid transport",156,0.617083270747232,1.83902080039118,2.71536171797501e-06,0.000100227375128569,7.45688558987968e-05,3757,"tags=37%, list=14%, signal=32%","57510/11260/8480/348995/65083/57122/5901/79902/55795/87178/9631/9688/23165/10642/29107/10204/79023/55308/9793/10643/26993/10212/23511/129401/23225/7884/9818/55110/3178/10189/6741/54888/64901/84321/65109/23636/22916/6432/26097/23279/11052/144983/11097/8086/7979/79228/8106/9804/1660/7514/9775/65110/7919/3181/57187/3297/55706/84324"
"GO:0050658","GO:0050658","RNA transport",156,0.617083270747232,1.83902080039118,2.71536171797501e-06,0.000100227375128569,7.45688558987968e-05,3757,"tags=37%, list=14%, signal=32%","57510/11260/8480/348995/65083/57122/5901/79902/55795/87178/9631/9688/23165/10642/29107/10204/79023/55308/9793/10643/26993/10212/23511/129401/23225/7884/9818/55110/3178/10189/6741/54888/64901/84321/65109/23636/22916/6432/26097/23279/11052/144983/11097/8086/7979/79228/8106/9804/1660/7514/9775/65110/7919/3181/57187/3297/55706/84324"
"GO:0045005","GO:0045005","DNA-templated DNA replication maintenance of fidelity",58,0.749765392632554,1.96348144142498,2.82120021282016e-06,0.00010352145251513,7.70196392465889e-05,3272,"tags=43%, list=12%, signal=38%","146956/55159/9156/675/10293/29980/672/1763/8914/4796/1663/10721/253714/641/51750/5111/84515/545/5424/197342/84083/4361/54962/63901/580"
"GO:0098900","GO:0098900","regulation of action potential",57,-0.717895804948202,-1.9708099940194,2.90300993727715e-06,0.000105900444378566,7.87896018064325e-05,2844,"tags=42%, list=11%, signal=38%","1829/10021/6869/54795/10142/5318/1269/4842/781/6543/148/2629/3777/817/948/29119/2316/6548/857/1268/1824/3745/287/801"
"GO:0006282","GO:0006282","regulation of DNA repair",226,0.567641479492559,1.75453987532,2.98384185429108e-06,0.000108216310971324,8.05125993608896e-05,4402,"tags=34%, list=17%, signal=29%","57332/79000/55257/8607/2648/23450/8313/2187/1111/79913/5347/672/63979/8914/2305/1663/54929/6599/5582/10721/83933/10459/55010/84126/23028/5591/8451/6502/86/9025/51750/5111/3276/10635/10155/545/2521/84787/7291/56893/3014/10856/6874/83444/605/4361/9643/8193/6602/7335/2138/6603/149840/116028/6597/8870/115004/8091/4862/1660/580/7515/8464/11284/6944/3297/8089/25913/55578/6188/51149/5888/5371/6881/26168/9913/6880"
"GO:0050890","GO:0050890","cognition",319,-0.469903613407108,-1.6175604381365,3.01415562627596e-06,0.000108683831194852,8.0860432955587e-05,3808,"tags=32%, list=14%, signal=28%","8554/4125/3269/80208/2334/338811/2258/342371/23191/729956/6356/3643/3776/9993/5153/7436/22986/57338/836/5728/3845/9980/5594/6869/6833/497189/6860/29767/23208/2903/55084/2890/6616/123803/1956/5071/5803/7846/65009/25978/5621/54207/10396/4739/814/8867/3815/7991/55450/10550/1524/6547/23316/4130/7122/139411/54112/54413/5532/114781/55902/4212/4137/567/25/6543/5649/57502/92521/4208/5048/6505/5577/196500/6900/10752/266743/1979/80863/1393/84502/577/9378/4593/1268/1827/9215/8516/22849/5663/8850/5350/6285/1996/590/9867/6865/7957/477/6517/5764/6446/11170"
"GO:0071897","GO:0071897","DNA biosynthetic process",167,0.606640566913548,1.82546018344218,3.10816859821987e-06,0.000111429630549974,8.29032991503413e-05,3611,"tags=35%, list=14%, signal=31%","1736/5983/79075/908/55226/3326/78995/7422/5984/9767/7203/63922/1111/80119/50507/10576/5425/51514/27000/54552/10575/1602/1063/10721/10459/3978/27434/7027/22948/10574/65057/11232/890/5422/5111/5427/5423/5982/8877/3178/545/2264/10694/5985/3980/5424/56897/54433/4361/55651/7015/3192/84289/1499/3184/7083/286826/9768/3320"
"GO:0086009","GO:0086009","membrane repolarization",52,-0.741565573674875,-2.02475137390564,3.38984986269918e-06,0.000120833619677243,8.98998378625005e-05,2567,"tags=38%, list=10%, signal=35%","6324/9465/30820/123041/10142/3736/4842/781/483/845/2316/9472/857/6330/6327/482/23327/287/3741/477"
"GO:0086002","GO:0086002","cardiac muscle cell action potential involved in contraction",58,-0.715435788076213,-1.96644497777161,3.53040461310378e-06,0.000125128772593985,9.30954182964987e-05,2844,"tags=41%, list=11%, signal=37%","1829/783/6324/6329/55800/54795/10052/5318/4842/781/6328/29119/2316/857/6330/6327/1824/11280/23327/6332/6335/287/3741/23171"
"GO:0008217","GO:0008217","regulation of blood pressure",190,-0.534983086109697,-1.75120104578719,3.64849587283171e-06,0.000128583713303527,9.56658834571216e-05,2972,"tags=28%, list=11%, signal=25%","2982/257313/4886/4882/5465/155/66002/6869/59/80763/6518/367/4852/3398/81285/1359/128/10391/1910/143872/623/4842/3043/148/2131/3777/1215/490/1511/185/6340/154/4881/9283/1889/94/1907/1113/22953/553/5025/5023/10672/6338/1268/1908/2150/3291/7168/5125/477/2767/6446/5742"
"GO:0010880","GO:0010880","regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum",31,-0.816139259976672,-2.00781911796416,3.74213117645983e-06,0.000131142776846946,9.7569818787767e-05,2263,"tags=58%, list=9%, signal=53%","3270/805/2946/5566/1193/5144/817/6546/844/845/1756/9472/5350/6717/287/477/801/201140"
"GO:0007051","GO:0007051","spindle organization",204,0.573491265477623,1.76499534051793,3.97649660433029e-06,0.000138231256528254,0.000102843625661577,4053,"tags=39%, list=15%, signal=33%","79000/225689/55722/221150/22974/6790/284403/29128/8480/23354/4605/28989/9493/4751/24137/83540/25879/29127/84722/55726/64946/891/5901/332/5347/6491/3833/57405/9055/29899/7272/1104/9793/55143/55559/90417/11200/9700/10615/259266/10460/9212/440145/54801/9787/1062/126731/26271/10426/55835/9133/991/79866/49856/220134/3832/10783/23636/7283/56992/3619/126520/203068/3192/8086/3925/9639/1263/7756/83541/10403/92421/152185/29901/285643/3837/10464/6188/27229/56647"
"GO:0016236","GO:0016236","macroautophagy",370,-0.445641721192915,-1.5617554802345,3.98871852758669e-06,0.000138231256528254,0.000102843625661577,4829,"tags=31%, list=18%, signal=26%","23503/57192/6721/55207/55102/25793/51322/79142/10715/5305/23265/93974/55626/9474/9363/9706/1201/5861/535/1509/137492/81631/51534/112574/23411/529/51375/223082/81876/27243/8678/643246/79720/120892/84971/80208/9842/5563/51510/91782/23339/5289/11345/167410/79837/25989/23232/7345/836/25934/79643/128077/22930/401548/8723/23710/440738/79137/58533/5071/8673/55187/51715/25978/10254/5595/10490/94241/140775/23786/64112/6048/9114/5566/51652/51100/23111/1634/4077/54463/8897/5899/84749/2629/7855/291/10133/157753/245972/3099/154/51382/115201/53349/9638/9927/79443/9637/83667/3162/79594/9342/57132/9525/5663/23673/10015/65018/8987/534/7957/4534/801/10241/26353/58476"
"GO:0008212","GO:0008212","mineralocorticoid metabolic process",13,-0.933953456505319,-1.92590589239724,4.06612122842512e-06,0.00013860362963342,0.000103120670095636,1406,"tags=54%, list=5%, signal=51%","1910/654/1181/653/8912/6338/650"
"GO:0140115","GO:0140115","export across plasma membrane",79,-0.664714635018793,-1.91640353111604,4.04452561496164e-06,0.00013860362963342,0.000103120670095636,3283,"tags=39%, list=12%, signal=34%","7779/5348/55244/10928/492/8645/343450/30820/123041/5243/805/6565/7782/6543/6546/5174/490/483/53826/6548/482/159371/3745/3741/477/55532/801/8671/8787/9429/6584"
"GO:0007264","GO:0007264","small GTPase-mediated signal transduction",483,-0.423863865583835,-1.50025292663227,4.02405311733768e-06,0.00013860362963342,0.000103120670095636,4336,"tags=32%, list=16%, signal=27%","23362/6014/9908/266747/9693/81704/19/4649/5962/6093/23365/83478/221938/157285/64333/4803/153478/9101/29/201163/27128/120892/22898/440193/9844/253959/57514/90627/23191/9046/3988/201475/57584/9754/399/389/7074/22800/9402/7409/121512/285282/10928/10395/257106/10982/3845/221472/55619/7454/1793/23096/79822/1794/23616/51195/23607/3479/11214/65979/4804/5908/117289/55200/116442/57381/9750/80243/8997/150/199/5894/115727/79658/83892/2889/8729/2247/2059/1435/10163/57142/10276/382/9938/23580/22931/9353/9826/64121/1026/27314/2885/9367/10602/998/1795/6453/23094/4653/4254/153090/8036/55843/7010/2255/143872/1398/2909/25/5899/9267/55333/255426/5294/5649/5337/10235/57568/23179/5516/51306/23370/50937/8153/10979/23229/185/85004/56990/9927/3707/51209/408/6655/26269/57569/55114/10672/117/115557/9912/58480/2150/1902/8412/5662/84812/9423/25959/11261/5906/51196"
"GO:0140588","GO:0140588","chromatin looping",166,0.603724932180679,1.81428102932673,4.13038579180438e-06,0.000140029057441716,0.000104181183959185,4071,"tags=36%, list=15%, signal=30%","64794/56652/8607/57696/54606/9401/8438/29028/54821/9704/81570/4172/22880/80119/1662/4176/9188/4173/63979/1763/4175/1663/10721/55661/55308/57647/10212/55636/4171/317781/641/51750/2071/56919/84515/83990/85441/10856/56897/8886/9557/1108/10146/10973/1973/5094/1660/23132/60625/9775/7919/100270680/22907/55794/2068/79039/554203/11056/90957"
"GO:0000460","GO:0000460","maturation of 5.8S rRNA",33,0.835512844694612,2.00240072313155,4.18151582519621e-06,0.000140996193067967,0.000104900729862248,2834,"tags=64%, list=11%, signal=57%","10171/23404/55759/8602/23246/23212/51010/10799/23016/9875/11340/81887/5591/54512/23481/27340/6227/51018/65095/3692/84549"
"GO:0031424","GO:0031424","keratinization",56,0.765405085779657,1.98756060628819,4.29619254968568e-06,0.000144084135080319,0.000107198149131659,2457,"tags=32%, list=9%, signal=29%","1001/144501/3854/3872/9119/3853/3868/3855/6703/2125/6699/6698/3552/26154/3889/6707/286887/84283"
"GO:0008064","GO:0008064","regulation of actin polymerization or depolymerization",143,-0.567656176524572,-1.80151397850028,4.58174657705191e-06,0.000152839225388502,0.00011371190913719,4041,"tags=37%, list=15%, signal=32%","3055/119/51466/57731/2314/11078/23191/6356/91663/9948/7408/10109/29766/1236/7454/79822/23616/3071/29767/3059/2059/382/23580/9353/5063/57704/2885/10602/6366/51429/5581/11034/4690/5580/81553/50853/2909/2185/85477/51474/57482/23500/7111/253725/2150/2934/25802/51676/6387/25959/1073/6840/118"
"GO:0007033","GO:0007033","vacuole organization",236,-0.501165915287641,-1.6777256821582,4.89043997574144e-06,0.000161927183992509,0.000120473322121289,4922,"tags=38%, list=19%, signal=31%","9776/79065/23503/57192/83871/55207/8720/55102/338382/79142/5305/55626/9474/9363/9706/1201/5861/535/1509/81631/84317/19/2055/112574/51375/63894/81876/27243/201163/8678/643246/120892/84971/5027/80208/3988/51510/91782/84067/4124/5289/11345/3257/79837/25989/23232/79643/53/4882/134829/22930/64400/26175/401548/8723/23710/440738/51715/25978/80231/94241/140775/51552/64112/6048/950/51652/51100/5532/8897/5899/2629/2131/5322/51382/115201/9638/9927/79158/9637/57132/9525/5663/8406/23673/65018/8987/7957/4534/58476"
"GO:0007611","GO:0007611","learning or memory",275,-0.485282787319708,-1.64862600520889,4.90609775161657e-06,0.000161927183992509,0.000120473322121289,3808,"tags=35%, list=14%, signal=30%","8554/4125/3269/80208/2334/338811/2258/342371/729956/6356/3643/3776/5153/7436/22986/57338/836/5728/3845/5594/6869/6833/497189/6860/29767/23208/2903/2890/6616/123803/1956/5071/5803/7846/65009/5621/54207/10396/4739/814/8867/3815/55450/10550/1524/6547/23316/4130/7122/139411/54112/54413/5532/114781/55902/4212/4137/567/25/6543/5649/57502/92521/4208/5048/6505/5577/196500/6900/266743/1979/80863/1393/84502/577/9378/4593/1268/1827/9215/8516/22849/5663/8850/5350/6285/1996/590/9867/6865/7957/477/6517/5764/6446"
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle",222,0.558612825951549,1.72827975652278,5.03149006989287e-06,0.000165191763452588,0.000122902159103367,3347,"tags=33%, list=13%, signal=29%","3624/9319/221150/595/1017/146956/2146/55159/144455/699/27085/90381/83540/9088/54475/990/1111/891/2177/80279/29980/51514/983/4085/55795/332/5347/655/672/57405/701/5933/1063/7272/9735/83903/10459/54908/55143/11200/63967/147841/9184/652/5591/9024/9212/641/26271/991/220134/545/55055/4998/11073/60672/197342/8883/4361/7976/11130/3619/51360/54962/4436/57082/8870/79035/7517/9656/8525/1499/580/1263"
"GO:0007009","GO:0007009","plasma membrane organization",163,-0.55158887871864,-1.78020118947469,5.48383698818981e-06,0.000179100393362974,0.000133250136571667,3059,"tags=29%, list=12%, signal=26%","1378/5728/79643/85377/7357/7417/257364/1785/30846/23208/81035/367/94121/25978/57716/51429/29993/9368/10397/51652/225/51100/284612/51411/23671/1191/203859/2350/64398/114786/79026/57132/857/9525/727910/9215/57088/23136/8976/2934/287/6609/288/5205/8436/11252/840"
"GO:0051053","GO:0051053","negative regulation of DNA metabolic process",131,0.637640109943439,1.85234283343158,5.60916445043897e-06,0.000182239415842908,0.000135585559550359,4460,"tags=39%, list=17%, signal=33%","79000/23560/6282/55226/2187/990/1111/80119/5347/27000/8914/54552/1602/10721/81620/10459/55010/65057/3008/1677/641/51750/3009/26271/3178/545/7291/56893/3980/50943/2956/3060/84083/4361/1676/54962/4436/3192/149840/116028/115004/8091/7515/3297/25913/6188/5371/27063/26168/54984/7520"
"GO:0050900","GO:0050900","leukocyte migration",379,-0.447706320519954,-1.57019313594685,5.78366406848441e-06,0.000186935214814538,0.000139079219405224,4319,"tags=36%, list=16%, signal=31%","30009/63940/7412/81704/969/6402/6093/5295/3055/4681/11117/119/5641/51119/3554/6484/3586/6360/23765/3676/58515/151647/6356/6693/84675/5795/947/4920/80024/9948/4615/79647/7409/3683/5919/3965/6352/57118/10563/683/5293/3695/1236/83692/1880/90550/8792/7060/1843/6441/5594/131450/1436/23396/6869/9750/2811/3071/199/387695/6504/57509/8729/2059/1435/2683/57142/6363/9353/54795/1240/1901/6357/643/3690/4739/5595/2660/11035/255231/6366/3815/998/6355/1524/4254/1269/55512/1910/682/623/1398/25/729230/5294/2629/2131/120425/2770/653/7857/5048/148823/3958/56477/26228/1511/8174/80310/83700/3603/84830/2838/1907/3162/3679/64805/1113/79148/2185/5734/5025/1908/8976/57126/2150/58494/6368/11240/51676/1991/6387/5764/159296/2277/10894/3570"
"GO:0032341","GO:0032341","aldosterone metabolic process",12,-0.938691753380209,-1.92098259845481,6.02503066889959e-06,0.000192739186218439,0.000143397356108925,1406,"tags=58%, list=5%, signal=55%","1910/654/1181/653/8912/6338/650"
"GO:0051924","GO:0051924","regulation of calcium ion transport",238,-0.499551227756771,-1.67292497433592,6.02240578612525e-06,0.000192739186218439,0.000143397356108925,3041,"tags=30%, list=11%, signal=27%","6352/6769/920/7009/57338/7220/51669/783/2641/815/150/578/7225/3270/115352/51763/805/6622/3208/5621/9495/931/3690/782/5581/2946/5566/1193/930/5144/5532/623/4842/25/2852/596/781/5294/10939/817/6546/3958/846/490/844/3603/845/1756/79026/22953/84502/2185/6548/5025/5023/9472/857/117/57158/162514/5350/6717/818/287/6387/477/801/6786/8787/201140/5354/4638"
"GO:0140053","GO:0140053","mitochondrial gene expression",174,0.599063004892777,1.81833490402536,6.38989051614276e-06,0.000203368046120911,0.000151305194874723,5785,"tags=38%, list=22%, signal=30%","84172/56652/2617/80324/6472/63875/51654/87178/84881/51001/25885/11222/51649/124454/26164/64978/9238/115416/51067/55037/283459/11128/54802/64951/65005/92170/64979/7818/80222/51263/26024/51069/54938/51106/78988/51073/55149/3396/51116/10102/285367/3028/90480/64949/51253/6183/9617/22868/54534/128308/84300/65993/10884/51095/57570/26995/708/6182/64216/51373/54931/84311/5442/122704/60488/55006"
"GO:0001510","GO:0001510","RNA methylation",80,0.710423183750117,1.95899723571852,6.44099810469327e-06,0.000203954041508003,0.000151741173623257,4089,"tags=45%, list=15%, signal=38%","4234/24140/10785/55621/6894/80745/84705/96764/6636/114049/55695/6628/2091/4839/51504/51605/27292/56339/54888/63892/55798/29081/10436/113802/51106/6632/6633/131965/221078/6635/3028/115708/79979/152992/353267/387338"
"GO:0048659","GO:0048659","smooth muscle cell proliferation",147,-0.566698329554305,-1.79504242050555,6.74427293907036e-06,0.000212478659565257,0.000158083462989693,3317,"tags=32%, list=13%, signal=28%","26119/4615/3606/6352/5728/3479/6869/8013/5592/199/2247/1956/6934/657/65009/1901/3398/1026/3690/7434/55512/4921/10891/5136/2852/4208/5467/406937/4209/4881/80310/2263/4969/9927/3162/9510/10672/57447/650/93649/3248/7168/1264/1991/348093/3570/27250"
"GO:0007193","GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway",81,-0.655475198487153,-1.89559992091758,7.08827137517599e-06,0.000222194154966572,0.000165311761402544,2842,"tags=36%, list=11%, signal=32%","2781/4886/150/1129/9590/1901/1132/9495/3690/112/5566/3360/5064/4887/2770/846/5997/9283/64805/2316/5734/11251/111/6752/1902/5028/2775/5138/2899"
"GO:0097720","GO:0097720","calcineurin-mediated signaling",51,-0.72640081485778,-1.98151248002227,7.29694939556501e-06,0.000227591851647673,0.000169327630973927,2153,"tags=33%, list=8%, signal=31%","805/5621/5598/9495/5532/127262/6543/8445/5336/6548/9472/1827/63928/493/2494/801/11261"
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway",320,-0.457690500025595,-1.57583512824928,7.49758112794203e-06,0.000232686124756728,0.000173117754349811,5018,"tags=38%, list=19%, signal=31%","5058/9404/257144/7294/10062/26191/7187/114609/6654/148022/338382/2033/3702/952/53347/2533/57402/915/10333/7096/4790/27242/28755/56940/5295/28834/2213/3821/3055/925/78989/7462/7100/114625/5788/940/4057/50852/29760/3542/3988/917/929/3507/916/5795/23643/4615/7430/7409/3539/54900/919/1378/84174/23304/259197/5293/1236/4792/388325/2219/163486/23607/3514/5594/387357/1540/8013/3071/89857/2822/115352/640/5063/55024/6966/1240/3493/5621/2885/931/1380/5581/2208/153090/4690/6967/5580/9840/695/930/660/5144/1845/8915/9214/2355/973/25/596/3494/933/11126/974/4208/148823/3958/26228/10917/5336/79908/5579/5663/23228/2150/11148/9867/634/55198"
"GO:0006405","GO:0006405","RNA export from nucleus",90,0.677481134124,1.89665766040257,7.69496767037393e-06,0.000237629744196993,0.00017679579186388,3454,"tags=39%, list=13%, signal=34%","57510/11260/8480/65083/57122/5901/79902/55795/9631/9688/29107/55308/26993/10212/23511/55110/3178/10189/6741/54888/84321/23636/22916/26097/23279/11052/7979/79228/8106/1660/7514/9775/7919/3181/57187"
"GO:0006942","GO:0006942","regulation of striated muscle contraction",96,-0.627406458879062,-1.86639880903113,7.9621939113351e-06,0.000243471400092688,0.000181141965712469,3294,"tags=42%, list=12%, signal=37%","775/390594/147/1829/10021/7140/3270/6329/805/54795/10142/5318/2946/6547/5566/1193/5144/1760/4092/4842/148/5294/817/6546/5997/844/845/1756/1113/29119/8654/6548/5025/857/1824/5350/6717/287/477/801"
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds",336,-0.450824848912928,-1.55932253658797,7.95936244707182e-06,0.000243471400092688,0.000181141965712469,3470,"tags=24%, list=13%, signal=21%","3643/4512/116285/23479/522/9365/4720/5260/65084/54205/4724/113829/4698/4541/9377/3479/4709/1738/1743/1350/5167/506/6390/1352/155/37/4717/8013/7385/5257/4967/23710/92259/4707/51422/51763/2108/6622/80219/23530/178/4190/2538/56181/5500/23786/8802/55022/55829/3953/515/4719/10891/1346/3572/6392/2629/7386/498/847/27069/5507/50/5502/3419/9927/8445/34/23596/10580/137872/65018/8987/8801/7957/79085/5837/2110/7360"
"GO:0086065","GO:0086065","cell communication involved in cardiac conduction",54,-0.719934348107423,-1.98234349377224,8.23026656051615e-06,0.000250440989290243,0.000186327318435511,2844,"tags=50%, list=11%, signal=45%","1829/783/10021/6324/3270/805/55800/54795/10052/5318/5566/5144/781/817/6546/845/29119/2316/857/6330/1824/482/6717/287/3741/477/801"
"GO:1903514","GO:1903514","release of sequestered calcium ion into cytosol by endoplasmic reticulum",38,-0.773245561139234,-1.98292813209251,8.66964038840812e-06,0.000262530178363543,0.000195321637570217,2263,"tags=53%, list=9%, signal=48%","3270/805/3708/2946/5566/1193/5144/817/6546/844/845/1756/6263/9472/5350/6717/287/477/801/201140"
"GO:0071294","GO:0071294","cellular response to zinc ion",21,-0.861670085998479,-1.97044817977745,9.24275614550547e-06,0.00027853291224958,0.000207227621894399,2251,"tags=57%, list=9%, signal=52%","26149/4520/4501/84329/4493/3777/4502/5025/4496/4495/4499/4494"
"GO:0022404","GO:0022404","molting cycle process",98,0.671366086549166,1.88754203215209,9.74692547118567e-06,0.000290915411910317,0.000216440163195455,2547,"tags=26%, list=10%, signal=23%","1001/94234/3624/4488/6662/27121/3872/64434/6469/8549/6615/147409/1775/10913/55612/54084/3066/50814/147495/54888/7474/84283/1747/7976/22943"
"GO:0022405","GO:0022405","hair cycle process",98,0.671366086549166,1.88754203215209,9.74692547118567e-06,0.000290915411910317,0.000216440163195455,2547,"tags=26%, list=10%, signal=23%","1001/94234/3624/4488/6662/27121/3872/64434/6469/8549/6615/147409/1775/10913/55612/54084/3066/50814/147495/54888/7474/84283/1747/7976/22943"
"GO:1903169","GO:1903169","regulation of calcium ion transmembrane transport",162,-0.554992279734924,-1.78967637216663,9.87176016815372e-06,0.000293238285375919,0.000218168373841553,2415,"tags=35%, list=9%, signal=32%","6769/7009/57338/7220/783/150/578/3270/805/6622/3208/5621/9495/931/3690/782/5581/2946/5566/1193/930/5144/5532/623/4842/25/2852/596/781/5294/10939/817/6546/844/845/1756/79026/22953/84502/2185/6548/5025/5023/9472/857/117/57158/5350/6717/287/477/801/6786/8787/201140/5354"
"GO:0090075","GO:0090075","relaxation of muscle",32,-0.794188463538814,-1.95226137242039,1.01284857382392e-05,0.000299438360356096,0.000222781210376137,3272,"tags=59%, list=12%, signal=52%","390594/2982/6833/497189/5592/3270/2946/5144/817/6546/5997/1113/8654/5025/5350/6717/2934/5028/477"
"GO:0051028","GO:0051028","mRNA transport",127,0.628490502376693,1.81951730998567,1.02326262753153e-05,0.000301090201440646,0.000224010175014227,3757,"tags=39%, list=14%, signal=33%","8480/348995/57122/79902/55795/9631/9688/23165/10642/29107/10204/79023/55308/10643/26993/10212/23511/129401/23225/7884/9818/55110/3178/10189/54888/64901/84321/65109/23636/22916/6432/26097/23279/144983/11097/8086/7979/79228/8106/1660/7514/9775/65110/7919/3181/57187/3297/55706/84324"
"GO:0030832","GO:0030832","regulation of actin filament length",146,-0.552382251953018,-1.75325677710857,1.10679422215564e-05,0.000324140016798445,0.000241159166072855,4041,"tags=36%, list=15%, signal=31%","3055/119/51466/57731/2314/11078/23191/6356/91663/9948/7408/10109/29766/1236/7454/79822/23616/3071/29767/3059/2059/382/23580/9353/5063/57704/2885/10602/6366/51429/5581/11034/4690/5580/81553/50853/2909/2185/85477/51474/57482/23500/7111/253725/2150/2934/25802/51676/6387/25959/1073/6840/118"
"GO:0044774","GO:0044774","mitotic DNA integrity checkpoint signaling",73,0.702582878018321,1.90536234289259,1.1917815315339e-05,0.000345782939242255,0.000257261433171749,3230,"tags=40%, list=12%, signal=35%","595/1017/146956/55159/90381/990/1111/2177/80279/29980/51514/983/5347/672/11200/63967/5591/641/4998/11073/197342/8883/4361/51360/54962/4436/8870/9656/8525"
"GO:0030522","GO:0030522","intracellular receptor signaling pathway",378,-0.433482239449539,-1.52049262237709,1.19176220595728e-05,0.000345782939242255,0.000257261433171749,4894,"tags=31%, list=19%, signal=26%","10062/26191/114609/330/10474/148022/338382/84282/2033/5802/10499/6097/57658/56829/55577/3275/3952/10333/23586/7376/2099/57506/79671/63906/23558/6096/8644/23411/5468/29966/25921/10612/51304/8678/329/5027/51341/80342/6774/167465/5740/2100/197358/23543/84243/2634/4615/55325/4792/388325/7706/56603/5537/5594/5465/140609/1540/91543/8013/9611/8638/3174/23547/80772/57142/115352/81035/367/55914/84498/80231/6565/5608/55765/406/57178/54941/4246/695/51284/55601/405/2852/5241/9604/5467/23151/2908/948/6256/9971/29915/5187/9325/7068/7421/8648/5336/9745/1408/6943/55625/857/133522/6422/650/55885/2150/7098/11240/8031/2494/25959/8780/4306/6258/10370/8611/10924"
"GO:0042303","GO:0042303","molting cycle",115,0.637857770604168,1.83190196002972,1.23853488567281e-05,0.000356035973125667,0.000264889658546273,2547,"tags=24%, list=10%, signal=22%","1001/94234/3624/4488/6662/27121/3872/64434/6469/3868/8549/6615/147409/1775/10913/55612/54084/3066/10848/50814/147495/3889/54888/7474/84283/1747/7976/22943"
"GO:0042633","GO:0042633","hair cycle",115,0.637857770604168,1.83190196002972,1.23853488567281e-05,0.000356035973125667,0.000264889658546273,2547,"tags=24%, list=10%, signal=22%","1001/94234/3624/4488/6662/27121/3872/64434/6469/3868/8549/6615/147409/1775/10913/55612/54084/3066/10848/50814/147495/3889/54888/7474/84283/1747/7976/22943"
"GO:1905820","GO:1905820","positive regulation of chromosome separation",32,0.819837066078401,1.96217800502709,1.24567078339457e-05,0.000356444694808041,0.000265193746208915,2857,"tags=59%, list=11%, signal=53%","225689/221150/11065/51434/54892/23397/23310/332/64151/55143/9700/9212/9787/991/8881/220134/9918/3619/51433"
"GO:0044786","GO:0044786","cell cycle DNA replication",45,0.776093465829868,1.93648996113673,1.27875348940313e-05,0.00036424037748387,0.000270993709914848,2660,"tags=58%, list=10%, signal=52%","144455/675/8318/9837/8882/4172/80174/29980/4173/1763/4175/1602/81620/10926/3978/64785/4171/2237/5422/641/51750/5111/26271/79915/8317/54962"
"GO:0014808","GO:0014808","release of sequestered calcium ion into cytosol by sarcoplasmic reticulum",36,-0.775159967104293,-1.97552617118272,1.32654344417258e-05,0.000375585670084172,0.000279434572383374,2263,"tags=53%, list=9%, signal=48%","3270/805/2946/5566/1193/5144/817/6546/844/845/1756/6263/9472/5350/6717/287/477/801/201140"
"GO:0006360","GO:0006360","transcription by RNA polymerase I",76,0.691133319895948,1.88294951013168,1.33062573082081e-05,0.000375585670084172,0.000279434572383374,3043,"tags=37%, list=12%, signal=33%","84172/10849/80758/9533/23160/84128/55646/55127/9188/9015/64425/1663/25885/6949/51082/10514/4141/11137/4691/11128/56919/30834/84135/9555/221830/9013/6597/5437"
"GO:0046488","GO:0046488","phosphatidylinositol metabolic process",151,-0.554084283539072,-1.75278431817176,1.36650834396027e-05,0.000383976533766854,0.000285677348910423,3343,"tags=27%, list=13%, signal=24%","27124/23556/5289/84302/22908/79837/5293/5728/3631/5334/5297/57217/285172/23396/3613/3706/51763/66036/388121/1040/10380/8867/117283/660/83394/54893/94005/8897/3612/5294/80235/80157/8395/3707/5336/65258/23228/3632/4534/51196/5333"
"GO:0051168","GO:0051168","nuclear export",168,0.591311664373951,1.78134042121618,1.42069816749278e-05,0.000397413236269955,0.000295674213852995,3454,"tags=32%, list=13%, signal=28%","57510/1434/11260/8480/65083/57122/5901/1029/79902/55795/9631/9688/29107/27351/10204/55308/26993/10212/55341/5905/84946/23511/1020/55110/3178/10189/64328/7329/6741/4869/54888/2010/64901/84321/23636/22916/26097/23279/3692/11052/51068/11097/7979/79228/8106/6209/1660/7514/580/9775/7919/3181/57187"
