"","ID","Pathway_Size","CoExp_Pairs","pvalue","padj","TERM","Description"
"2939","GO:0038036",5,1,0.225754317338082,0.471816147135334,"sphingosine-1-phosphate receptor activity","sphingosine-1-phosphate receptor activity"
"2940","GO:0038043",5,1,0.225754317338082,0.471816147135334,"interleukin-5-mediated signaling pathway","interleukin-5-mediated signaling pathway"
"2941","GO:0038065",5,1,0.225754317338082,0.471816147135334,"collagen-activated signaling pathway","collagen-activated signaling pathway"
"2942","GO:0038134",5,1,0.225754317338082,0.471816147135334,"ERBB2-EGFR signaling pathway","ERBB2-EGFR signaling pathway"
"2943","GO:0038203",5,1,0.225754317338082,0.471816147135334,"TORC2 signaling","TORC2 signaling"
"2944","GO:0039529",5,1,0.225754317338082,0.471816147135334,"RIG-I signaling pathway","RIG-I signaling pathway"
"2945","GO:0042256",5,1,0.225754317338082,0.471816147135334,"cytosolic ribosome assembly","cytosolic ribosome assembly"
"2946","GO:0042262",5,1,0.225754317338082,0.471816147135334,"DNA protection","DNA protection"
"2947","GO:0042428",5,1,0.225754317338082,0.471816147135334,"serotonin metabolic process","serotonin metabolic process"
"2948","GO:0042743",5,1,0.225754317338082,0.471816147135334,"hydrogen peroxide metabolic process","hydrogen peroxide metabolic process"
"2949","GO:0043208",5,1,0.225754317338082,0.471816147135334,"glycosphingolipid binding","glycosphingolipid binding"
"2950","GO:0044206",5,1,0.225754317338082,0.471816147135334,"UMP salvage","UMP salvage"
"2951","GO:0044691",5,1,0.225754317338082,0.471816147135334,"tooth eruption","tooth eruption"
"2952","GO:0044830",5,1,0.225754317338082,0.471816147135334,"modulation by host of viral RNA genome replication","modulation by host of viral RNA genome replication"
"2953","GO:0045143",5,1,0.225754317338082,0.471816147135334,"homologous chromosome segregation","homologous chromosome segregation"
"2954","GO:0045254",5,1,0.225754317338082,0.471816147135334,"pyruvate dehydrogenase complex","pyruvate dehydrogenase complex"
"2955","GO:0045322",5,1,0.225754317338082,0.471816147135334,"unmethylated CpG binding","unmethylated CpG binding"
"2956","GO:0045588",5,1,0.225754317338082,0.471816147135334,"positive regulation of gamma-delta T cell differentiation","positive regulation of gamma-delta T cell differentiation"
"2957","GO:0045589",5,1,0.225754317338082,0.471816147135334,"regulation of regulatory T cell differentiation","regulation of regulatory T cell differentiation"
"2958","GO:0045636",5,1,0.225754317338082,0.471816147135334,"positive regulation of melanocyte differentiation","positive regulation of melanocyte differentiation"
"2959","GO:0046456",5,1,0.225754317338082,0.471816147135334,"icosanoid biosynthetic process","icosanoid biosynthetic process"
"2960","GO:0046826",5,1,0.225754317338082,0.471816147135334,"negative regulation of protein export from nucleus","negative regulation of protein export from nucleus"
"2961","GO:0047024",5,1,0.225754317338082,0.471816147135334,"5-alpha-androstane-3-beta,17-beta-diol dehydrogenase (NADP+) activity","5-alpha-androstane-3-beta,17-beta-diol dehydrogenase (NADP+) activity"
"2962","GO:0048039",5,1,0.225754317338082,0.471816147135334,"ubiquinone binding","ubiquinone binding"
"2963","GO:0048247",5,1,0.225754317338082,0.471816147135334,"lymphocyte chemotaxis","lymphocyte chemotaxis"
"2964","GO:0048263",5,1,0.225754317338082,0.471816147135334,"determination of dorsal identity","determination of dorsal identity"
"2965","GO:0048312",5,1,0.225754317338082,0.471816147135334,"intracellular distribution of mitochondria","intracellular distribution of mitochondria"
"2966","GO:0048406",5,1,0.225754317338082,0.471816147135334,"nerve growth factor binding","nerve growth factor binding"
"2967","GO:0050671",5,1,0.225754317338082,0.471816147135334,"positive regulation of lymphocyte proliferation","positive regulation of lymphocyte proliferation"
"2968","GO:0050672",5,1,0.225754317338082,0.471816147135334,"negative regulation of lymphocyte proliferation","negative regulation of lymphocyte proliferation"
"2969","GO:0050688",5,1,0.225754317338082,0.471816147135334,"regulation of defense response to virus","regulation of defense response to virus"
"2970","GO:0050882",5,1,0.225754317338082,0.471816147135334,"voluntary musculoskeletal movement","voluntary musculoskeletal movement"
"2971","GO:0050904",5,1,0.225754317338082,0.471816147135334,"diapedesis","diapedesis"
"2972","GO:0051150",5,1,0.225754317338082,0.471816147135334,"regulation of smooth muscle cell differentiation","regulation of smooth muscle cell differentiation"
"2973","GO:0051674",5,1,0.225754317338082,0.471816147135334,"localization of cell","localization of cell"
"2974","GO:0052548",5,1,0.225754317338082,0.471816147135334,"regulation of endopeptidase activity","regulation of endopeptidase activity"
"2975","GO:0055105",5,1,0.225754317338082,0.471816147135334,"ubiquitin-protein transferase inhibitor activity","ubiquitin-protein transferase inhibitor activity"
"2976","GO:0060009",5,1,0.225754317338082,0.471816147135334,"Sertoli cell development","Sertoli cell development"
"2977","GO:0060171",5,1,0.225754317338082,0.471816147135334,"stereocilium membrane","stereocilium membrane"
"2978","GO:0060501",5,1,0.225754317338082,0.471816147135334,"positive regulation of epithelial cell proliferation involved in lung morphogenesis","positive regulation of epithelial cell proliferation involved in lung morphogenesis"
"2979","GO:0060536",5,1,0.225754317338082,0.471816147135334,"cartilage morphogenesis","cartilage morphogenesis"
"2980","GO:0060687",5,1,0.225754317338082,0.471816147135334,"regulation of branching involved in prostate gland morphogenesis","regulation of branching involved in prostate gland morphogenesis"
"2981","GO:0060706",5,1,0.225754317338082,0.471816147135334,"cell differentiation involved in embryonic placenta development","cell differentiation involved in embryonic placenta development"
"2982","GO:0060956",5,1,0.225754317338082,0.471816147135334,"endocardial cell differentiation","endocardial cell differentiation"
"2983","GO:0061304",5,1,0.225754317338082,0.471816147135334,"retinal blood vessel morphogenesis","retinal blood vessel morphogenesis"
"2984","GO:0061739",5,1,0.225754317338082,0.471816147135334,"protein lipidation involved in autophagosome assembly","protein lipidation involved in autophagosome assembly"
"2985","GO:0070187",5,1,0.225754317338082,0.471816147135334,"shelterin complex","shelterin complex"
"2986","GO:0070665",5,1,0.225754317338082,0.471816147135334,"positive regulation of leukocyte proliferation","positive regulation of leukocyte proliferation"
"2987","GO:0070765",5,1,0.225754317338082,0.471816147135334,"gamma-secretase complex","gamma-secretase complex"
"2988","GO:0070836",5,1,0.225754317338082,0.471816147135334,"caveola assembly","caveola assembly"
"2989","GO:0071494",5,1,0.225754317338082,0.471816147135334,"cellular response to UV-C","cellular response to UV-C"
"2990","GO:0071532",5,1,0.225754317338082,0.471816147135334,"ankyrin repeat binding","ankyrin repeat binding"
"2991","GO:0071541",5,1,0.225754317338082,0.471816147135334,"eukaryotic translation initiation factor 3 complex, eIF3m","eukaryotic translation initiation factor 3 complex, eIF3m"
"2992","GO:0071559",5,1,0.225754317338082,0.471816147135334,"response to transforming growth factor beta","response to transforming growth factor beta"
"2993","GO:0071787",5,1,0.225754317338082,0.471816147135334,"endoplasmic reticulum tubular network formation","endoplasmic reticulum tubular network formation"
"2994","GO:0072383",5,1,0.225754317338082,0.471816147135334,"plus-end-directed vesicle transport along microtubule","plus-end-directed vesicle transport along microtubule"
"2995","GO:0072553",5,1,0.225754317338082,0.471816147135334,"terminal button organization","terminal button organization"
"2996","GO:0086073",5,1,0.225754317338082,0.471816147135334,"bundle of His cell-Purkinje myocyte adhesion involved in cell communication","bundle of His cell-Purkinje myocyte adhesion involved in cell communication"
"2997","GO:0090027",5,1,0.225754317338082,0.471816147135334,"negative regulation of monocyte chemotaxis","negative regulation of monocyte chemotaxis"
"2998","GO:0090150",5,1,0.225754317338082,0.471816147135334,"establishment of protein localization to membrane","establishment of protein localization to membrane"
"2999","GO:0090166",5,1,0.225754317338082,0.471816147135334,"Golgi disassembly","Golgi disassembly"
"3000","GO:0090175",5,1,0.225754317338082,0.471816147135334,"regulation of establishment of planar polarity","regulation of establishment of planar polarity"
"3001","GO:0090555",5,1,0.225754317338082,0.471816147135334,"phosphatidylethanolamine flippase activity","phosphatidylethanolamine flippase activity"
"3002","GO:0097070",5,1,0.225754317338082,0.471816147135334,"ductus arteriosus closure","ductus arteriosus closure"
"3003","GO:0097107",5,1,0.225754317338082,0.471816147135334,"postsynaptic density assembly","postsynaptic density assembly"
"3004","GO:0097361",5,1,0.225754317338082,0.471816147135334,"cytosolic [4Fe-4S] assembly targeting complex","cytosolic [4Fe-4S] assembly targeting complex"
"3005","GO:0097418",5,1,0.225754317338082,0.471816147135334,"neurofibrillary tangle","neurofibrillary tangle"
"3006","GO:0097490",5,1,0.225754317338082,0.471816147135334,"sympathetic neuron projection extension","sympathetic neuron projection extension"
"3007","GO:0098664",5,1,0.225754317338082,0.471816147135334,"G protein-coupled serotonin receptor signaling pathway","G protein-coupled serotonin receptor signaling pathway"
"3008","GO:0099010",5,1,0.225754317338082,0.471816147135334,"modification of postsynaptic structure","modification of postsynaptic structure"
"3009","GO:0110011",5,1,0.225754317338082,0.471816147135334,"regulation of basement membrane organization","regulation of basement membrane organization"
"3010","GO:0120192",5,1,0.225754317338082,0.471816147135334,"tight junction assembly","tight junction assembly"
"3011","GO:0140078",5,1,0.225754317338082,0.471816147135334,"class I DNA-(apurinic or apyrimidinic site) endonuclease activity","class I DNA-(apurinic or apyrimidinic site) endonuclease activity"
"3012","GO:0140444",5,1,0.225754317338082,0.471816147135334,"cytoskeleton-nuclear membrane anchor activity","cytoskeleton-nuclear membrane anchor activity"
