"","ID","Pathway_Size","CoExp_Pairs","pvalue","padj","TERM","Description"
"5600","GO:0042359",8,0,1,1,"vitamin D metabolic process","vitamin D metabolic process"
"5601","GO:0042373",5,0,1,1,"vitamin K metabolic process","vitamin K metabolic process"
"5602","GO:0042403",6,0,1,1,"thyroid hormone metabolic process","thyroid hormone metabolic process"
"5603","GO:0042416",7,0,1,1,"dopamine biosynthetic process","dopamine biosynthetic process"
"5604","GO:0042417",11,0,1,1,"dopamine metabolic process","dopamine metabolic process"
"5605","GO:0042420",7,0,1,1,"dopamine catabolic process","dopamine catabolic process"
"5606","GO:0042421",5,0,1,1,"norepinephrine biosynthetic process","norepinephrine biosynthetic process"
"5607","GO:0042446",10,0,1,1,"hormone biosynthetic process","hormone biosynthetic process"
"5608","GO:0042462",15,0,1,1,"eye photoreceptor cell development","eye photoreceptor cell development"
"5609","GO:0042487",5,0,1,1,"regulation of odontogenesis of dentin-containing tooth","regulation of odontogenesis of dentin-containing tooth"
"5610","GO:0042491",9,0,1,1,"inner ear auditory receptor cell differentiation","inner ear auditory receptor cell differentiation"
"5611","GO:0042541",5,0,1,1,"hemoglobin biosynthetic process","hemoglobin biosynthetic process"
"5612","GO:0042551",14,0,1,1,"neuron maturation","neuron maturation"
"5613","GO:0042581",10,0,1,1,"specific granule","specific granule"
"5614","GO:0042582",7,0,1,1,"azurophil granule","azurophil granule"
"5615","GO:0042584",7,0,1,1,"chromaffin granule membrane","chromaffin granule membrane"
"5616","GO:0042592",10,0,1,1,"homeostatic process","homeostatic process"
"5617","GO:0042622",11,0,1,1,"photoreceptor outer segment membrane","photoreceptor outer segment membrane"
"5618","GO:0042633",5,0,1,1,"hair cycle","hair cycle"
"5619","GO:0042711",7,0,1,1,"maternal behavior","maternal behavior"
"5620","GO:0042713",5,0,1,1,"sperm ejaculation","sperm ejaculation"
"5621","GO:0042754",5,0,1,1,"negative regulation of circadian rhythm","negative regulation of circadian rhythm"
"5622","GO:0042755",21,0,1,1,"eating behavior","eating behavior"
"5623","GO:0042756",9,0,1,1,"drinking behavior","drinking behavior"
"5624","GO:0042760",5,0,1,1,"very long-chain fatty acid catabolic process","very long-chain fatty acid catabolic process"
"5625","GO:0042791",5,0,1,1,"5S class rRNA transcription by RNA polymerase III","5S class rRNA transcription by RNA polymerase III"
"5626","GO:0042795",8,0,1,1,"snRNA transcription by RNA polymerase II","snRNA transcription by RNA polymerase II"
"5627","GO:0042796",6,0,1,1,"snRNA transcription by RNA polymerase III","snRNA transcription by RNA polymerase III"
"5628","GO:0042799",5,0,1,1,"histone H4K20 methyltransferase activity","histone H4K20 methyltransferase activity"
"5629","GO:0042809",9,0,1,1,"nuclear vitamin D receptor binding","nuclear vitamin D receptor binding"
"5630","GO:0042903",6,0,1,1,"tubulin deacetylase activity","tubulin deacetylase activity"
"5631","GO:0042910",19,0,1,1,"xenobiotic transmembrane transporter activity","xenobiotic transmembrane transporter activity"
"5632","GO:0042975",9,0,1,1,"peroxisome proliferator activated receptor binding","peroxisome proliferator activated receptor binding"
"5633","GO:0042985",8,0,1,1,"negative regulation of amyloid precursor protein biosynthetic process","negative regulation of amyloid precursor protein biosynthetic process"
"5634","GO:0043008",5,0,1,1,"ATP-dependent protein binding","ATP-dependent protein binding"
"5635","GO:0043009",5,0,1,1,"chordate embryonic development","chordate embryonic development"
"5636","GO:0043047",5,0,1,1,"single-stranded telomeric DNA binding","single-stranded telomeric DNA binding"
"5637","GO:0043068",10,0,1,1,"positive regulation of programmed cell death","positive regulation of programmed cell death"
"5638","GO:0043120",5,0,1,1,"tumor necrosis factor binding","tumor necrosis factor binding"
"5639","GO:0043129",10,0,1,1,"surfactant homeostasis","surfactant homeostasis"
"5640","GO:0043190",5,0,1,1,"ATP-binding cassette (ABC) transporter complex","ATP-binding cassette (ABC) transporter complex"
"5641","GO:0043196",5,0,1,1,"varicosity","varicosity"
"5642","GO:0043225",6,0,1,1,"ATPase-coupled inorganic anion transmembrane transporter activity","ATPase-coupled inorganic anion transmembrane transporter activity"
"5643","GO:0043229",6,0,1,1,"intracellular organelle","intracellular organelle"
"5644","GO:0043232",11,0,1,1,"intracellular membraneless organelle","intracellular membraneless organelle"
"5645","GO:0043266",6,0,1,1,"regulation of potassium ion transport","regulation of potassium ion transport"
"5646","GO:0043270",5,0,1,1,"positive regulation of monoatomic ion transport","positive regulation of monoatomic ion transport"
"5647","GO:0043278",10,0,1,1,"response to morphine","response to morphine"
"5648","GO:0043304",5,0,1,1,"regulation of mast cell degranulation","regulation of mast cell degranulation"
"5649","GO:0043306",7,0,1,1,"positive regulation of mast cell degranulation","positive regulation of mast cell degranulation"
"5650","GO:0043353",6,0,1,1,"enucleate erythrocyte differentiation","enucleate erythrocyte differentiation"
"5651","GO:0043401",19,0,1,1,"steroid hormone receptor signaling pathway","steroid hormone receptor signaling pathway"
"5652","GO:0043405",5,0,1,1,"regulation of MAP kinase activity","regulation of MAP kinase activity"
"5653","GO:0043426",5,0,1,1,"MRF binding","MRF binding"
"5654","GO:0043462",5,0,1,1,"regulation of ATP-dependent activity","regulation of ATP-dependent activity"
"5655","GO:0043504",6,0,1,1,"mitochondrial DNA repair","mitochondrial DNA repair"
"5656","GO:0043517",8,0,1,1,"positive regulation of DNA damage response, signal transduction by p53 class mediator","positive regulation of DNA damage response, signal transduction by p53 class mediator"
"5657","GO:0043546",6,0,1,1,"molybdopterin cofactor binding","molybdopterin cofactor binding"
"5658","GO:0043548",10,0,1,1,"phosphatidylinositol 3-kinase binding","phosphatidylinositol 3-kinase binding"
"5659","GO:0043560",9,0,1,1,"insulin receptor substrate binding","insulin receptor substrate binding"
"5660","GO:0043583",6,0,1,1,"ear development","ear development"
"5661","GO:0043584",7,0,1,1,"nose development","nose development"
"5662","GO:0043622",6,0,1,1,"cortical microtubule organization","cortical microtubule organization"
"5663","GO:0043652",6,0,1,1,"engulfment of apoptotic cell","engulfment of apoptotic cell"
"5664","GO:0043654",7,0,1,1,"recognition of apoptotic cell","recognition of apoptotic cell"
"5665","GO:0043951",7,0,1,1,"negative regulation of cAMP-mediated signaling","negative regulation of cAMP-mediated signaling"
"5666","GO:0044209",5,0,1,1,"AMP salvage","AMP salvage"
"5667","GO:0044284",5,0,1,1,"mitochondrial crista junction","mitochondrial crista junction"
"5668","GO:0044294",6,0,1,1,"dendritic growth cone","dendritic growth cone"
"5669","GO:0044300",5,0,1,1,"cerebellar mossy fiber","cerebellar mossy fiber"
"5670","GO:0044306",14,0,1,1,"neuron projection terminus","neuron projection terminus"
"5671","GO:0044320",9,0,1,1,"cellular response to leptin stimulus","cellular response to leptin stimulus"
"5672","GO:0044321",6,0,1,1,"response to leptin","response to leptin"
"5673","GO:0044323",5,0,1,1,"retinoic acid-responsive element binding","retinoic acid-responsive element binding"
"5674","GO:0044341",7,0,1,1,"sodium-dependent phosphate transport","sodium-dependent phosphate transport"
"5675","GO:0044346",8,0,1,1,"fibroblast apoptotic process","fibroblast apoptotic process"
"5676","GO:0044351",5,0,1,1,"macropinocytosis","macropinocytosis"
"5677","GO:0044354",7,0,1,1,"macropinosome","macropinosome"
"5678","GO:0044381",6,0,1,1,"glucose import in response to insulin stimulus","glucose import in response to insulin stimulus"
"5679","GO:0044539",7,0,1,1,"long-chain fatty acid import into cell","long-chain fatty acid import into cell"
"5680","GO:0044571",8,0,1,1,"[2Fe-2S] cluster assembly","[2Fe-2S] cluster assembly"
"5681","GO:0044572",5,0,1,1,"[4Fe-4S] cluster assembly","[4Fe-4S] cluster assembly"
"5682","GO:0044725",7,0,1,1,"epigenetic programming in the zygotic pronuclei","epigenetic programming in the zygotic pronuclei"
"5683","GO:0044828",9,0,1,1,"negative regulation by host of viral genome replication","negative regulation by host of viral genome replication"
"5684","GO:0044849",10,0,1,1,"estrous cycle","estrous cycle"
"5685","GO:0045010",6,0,1,1,"actin nucleation","actin nucleation"
"5686","GO:0045048",6,0,1,1,"protein insertion into ER membrane","protein insertion into ER membrane"
"5687","GO:0045055",10,0,1,1,"regulated exocytosis","regulated exocytosis"
"5688","GO:0045064",5,0,1,1,"T-helper 2 cell differentiation","T-helper 2 cell differentiation"
"5689","GO:0045110",5,0,1,1,"intermediate filament bundle assembly","intermediate filament bundle assembly"
"5690","GO:0045134",7,0,1,1,"UDP phosphatase activity","UDP phosphatase activity"
"5691","GO:0045145",5,0,1,1,"single-stranded DNA 5'-3' DNA exonuclease activity","single-stranded DNA 5'-3' DNA exonuclease activity"
"5692","GO:0045162",6,0,1,1,"clustering of voltage-gated sodium channels","clustering of voltage-gated sodium channels"
"5693","GO:0045179",7,0,1,1,"apical cortex","apical cortex"
"5694","GO:0045199",6,0,1,1,"maintenance of epithelial cell apical/basal polarity","maintenance of epithelial cell apical/basal polarity"
"5695","GO:0045295",12,0,1,1,"gamma-catenin binding","gamma-catenin binding"
"5696","GO:0045324",7,0,1,1,"late endosome to vacuole transport","late endosome to vacuole transport"
"5697","GO:0045540",8,0,1,1,"regulation of cholesterol biosynthetic process","regulation of cholesterol biosynthetic process"
"5698","GO:0045578",5,0,1,1,"negative regulation of B cell differentiation","negative regulation of B cell differentiation"
"5699","GO:0045598",9,0,1,1,"regulation of fat cell differentiation","regulation of fat cell differentiation"
"5700","GO:0045603",10,0,1,1,"positive regulation of endothelial cell differentiation","positive regulation of endothelial cell differentiation"
"5701","GO:0045606",5,0,1,1,"positive regulation of epidermal cell differentiation","positive regulation of epidermal cell differentiation"
"5702","GO:0045616",8,0,1,1,"regulation of keratinocyte differentiation","regulation of keratinocyte differentiation"
"5703","GO:0045627",5,0,1,1,"positive regulation of T-helper 1 cell differentiation","positive regulation of T-helper 1 cell differentiation"
"5704","GO:0045646",6,0,1,1,"regulation of erythrocyte differentiation","regulation of erythrocyte differentiation"
"5705","GO:0045647",6,0,1,1,"negative regulation of erythrocyte differentiation","negative regulation of erythrocyte differentiation"
"5706","GO:0045654",9,0,1,1,"positive regulation of megakaryocyte differentiation","positive regulation of megakaryocyte differentiation"
"5707","GO:0045662",20,0,1,1,"negative regulation of myoblast differentiation","negative regulation of myoblast differentiation"
"5708","GO:0045717",13,0,1,1,"negative regulation of fatty acid biosynthetic process","negative regulation of fatty acid biosynthetic process"
"5709","GO:0045719",7,0,1,1,"negative regulation of glycogen biosynthetic process","negative regulation of glycogen biosynthetic process"
"5710","GO:0045725",10,0,1,1,"positive regulation of glycogen biosynthetic process","positive regulation of glycogen biosynthetic process"
"5711","GO:0045737",12,0,1,1,"positive regulation of cyclin-dependent protein serine/threonine kinase activity","positive regulation of cyclin-dependent protein serine/threonine kinase activity"
"5712","GO:0045743",7,0,1,1,"positive regulation of fibroblast growth factor receptor signaling pathway","positive regulation of fibroblast growth factor receptor signaling pathway"
"5713","GO:0045762",5,0,1,1,"positive regulation of adenylate cyclase activity","positive regulation of adenylate cyclase activity"
"5714","GO:0045792",7,0,1,1,"negative regulation of cell size","negative regulation of cell size"
"5715","GO:0045823",7,0,1,1,"positive regulation of heart contraction","positive regulation of heart contraction"
"5716","GO:0045838",5,0,1,1,"positive regulation of membrane potential","positive regulation of membrane potential"
"5717","GO:0045843",5,0,1,1,"negative regulation of striated muscle tissue development","negative regulation of striated muscle tissue development"
"5718","GO:0045859",5,0,1,1,"regulation of protein kinase activity","regulation of protein kinase activity"
"5719","GO:0045933",5,0,1,1,"positive regulation of muscle contraction","positive regulation of muscle contraction"
"5720","GO:0045956",12,0,1,1,"positive regulation of calcium ion-dependent exocytosis","positive regulation of calcium ion-dependent exocytosis"
"5721","GO:0046007",6,0,1,1,"negative regulation of activated T cell proliferation","negative regulation of activated T cell proliferation"
"5722","GO:0046033",5,0,1,1,"AMP metabolic process","AMP metabolic process"
"5723","GO:0046321",6,0,1,1,"positive regulation of fatty acid oxidation","positive regulation of fatty acid oxidation"
"5724","GO:0046323",13,0,1,1,"D-glucose import","D-glucose import"
"5725","GO:0046337",5,0,1,1,"phosphatidylethanolamine metabolic process","phosphatidylethanolamine metabolic process"
"5726","GO:0046415",8,0,1,1,"urate metabolic process","urate metabolic process"
"5727","GO:0046470",14,0,1,1,"phosphatidylcholine metabolic process","phosphatidylcholine metabolic process"
"5728","GO:0046471",9,0,1,1,"phosphatidylglycerol metabolic process","phosphatidylglycerol metabolic process"
"5729","GO:0046473",5,0,1,1,"phosphatidic acid metabolic process","phosphatidic acid metabolic process"
"5730","GO:0046475",12,0,1,1,"glycerophospholipid catabolic process","glycerophospholipid catabolic process"
"5731","GO:0046479",9,0,1,1,"glycosphingolipid catabolic process","glycosphingolipid catabolic process"
"5732","GO:0046512",10,0,1,1,"sphingosine biosynthetic process","sphingosine biosynthetic process"
"5733","GO:0046514",5,0,1,1,"ceramide catabolic process","ceramide catabolic process"
"5734","GO:0046541",5,0,1,1,"saliva secretion","saliva secretion"
"5735","GO:0046548",7,0,1,1,"retinal rod cell development","retinal rod cell development"
"5736","GO:0046549",9,0,1,1,"retinal cone cell development","retinal cone cell development"
"5737","GO:0046581",5,0,1,1,"intercellular canaliculus","intercellular canaliculus"
"5738","GO:0046596",5,0,1,1,"regulation of viral entry into host cell","regulation of viral entry into host cell"
"5739","GO:0046620",5,0,1,1,"regulation of organ growth","regulation of organ growth"
"5740","GO:0046621",8,0,1,1,"negative regulation of organ growth","negative regulation of organ growth"
"5741","GO:0046622",6,0,1,1,"positive regulation of organ growth","positive regulation of organ growth"
"5742","GO:0046632",6,0,1,1,"alpha-beta T cell differentiation","alpha-beta T cell differentiation"
"5743","GO:0046638",7,0,1,1,"positive regulation of alpha-beta T cell differentiation","positive regulation of alpha-beta T cell differentiation"
"5744","GO:0046688",8,0,1,1,"response to copper ion","response to copper ion"
"5745","GO:0046703",8,0,1,1,"natural killer cell lectin-like receptor binding","natural killer cell lectin-like receptor binding"
"5746","GO:0046813",5,0,1,1,"receptor-mediated virion attachment to host cell","receptor-mediated virion attachment to host cell"
"5747","GO:0046833",5,0,1,1,"positive regulation of RNA export from nucleus","positive regulation of RNA export from nucleus"
"5748","GO:0046839",11,0,1,1,"phospholipid dephosphorylation","phospholipid dephosphorylation"
"5749","GO:0046850",5,0,1,1,"regulation of bone remodeling","regulation of bone remodeling"
"5750","GO:0046881",6,0,1,1,"positive regulation of follicle-stimulating hormone secretion","positive regulation of follicle-stimulating hormone secretion"
"5751","GO:0046887",6,0,1,1,"positive regulation of hormone secretion","positive regulation of hormone secretion"
"5752","GO:0046903",6,0,1,1,"secretion","secretion"
"5753","GO:0046931",6,0,1,1,"pore complex assembly","pore complex assembly"
"5754","GO:0046940",7,0,1,1,"nucleoside monophosphate phosphorylation","nucleoside monophosphate phosphorylation"
"5755","GO:0046976",5,0,1,1,"histone H3K27 methyltransferase activity","histone H3K27 methyltransferase activity"
"5756","GO:0047184",7,0,1,1,"1-acylglycerophosphocholine O-acyltransferase activity","1-acylglycerophosphocholine O-acyltransferase activity"
"5757","GO:0047372",12,0,1,1,"monoacylglycerol lipase activity","monoacylglycerol lipase activity"
"5758","GO:0047429",6,0,1,1,"nucleoside triphosphate diphosphatase activity","nucleoside triphosphate diphosphatase activity"
"5759","GO:0048019",7,0,1,1,"receptor antagonist activity","receptor antagonist activity"
"5760","GO:0048103",6,0,1,1,"somatic stem cell division","somatic stem cell division"
"5761","GO:0048149",8,0,1,1,"behavioral response to ethanol","behavioral response to ethanol"
"5762","GO:0048170",8,0,1,1,"positive regulation of long-term neuronal synaptic plasticity","positive regulation of long-term neuronal synaptic plasticity"
"5763","GO:0048172",10,0,1,1,"regulation of short-term neuronal synaptic plasticity","regulation of short-term neuronal synaptic plasticity"
"5764","GO:0048179",5,0,1,1,"activin receptor complex","activin receptor complex"
"5765","GO:0048185",8,0,1,1,"activin binding","activin binding"
"5766","GO:0048227",5,0,1,1,"plasma membrane to endosome transport","plasma membrane to endosome transport"
"5767","GO:0048339",5,0,1,1,"paraxial mesoderm development","paraxial mesoderm development"
"5768","GO:0048341",5,0,1,1,"paraxial mesoderm formation","paraxial mesoderm formation"
"5769","GO:0048382",5,0,1,1,"mesendoderm development","mesendoderm development"
"5770","GO:0048386",5,0,1,1,"positive regulation of retinoic acid receptor signaling pathway","positive regulation of retinoic acid receptor signaling pathway"
"5771","GO:0048387",8,0,1,1,"negative regulation of retinoic acid receptor signaling pathway","negative regulation of retinoic acid receptor signaling pathway"
"5772","GO:0048512",8,0,1,1,"circadian behavior","circadian behavior"
"5773","GO:0048513",13,0,1,1,"animal organ development","animal organ development"
"5774","GO:0048541",5,0,1,1,"Peyer's patch development","Peyer's patch development"
"5775","GO:0048549",5,0,1,1,"positive regulation of pinocytosis","positive regulation of pinocytosis"
"5776","GO:0048617",8,0,1,1,"embryonic foregut morphogenesis","embryonic foregut morphogenesis"
"5777","GO:0048633",5,0,1,1,"positive regulation of skeletal muscle tissue growth","positive regulation of skeletal muscle tissue growth"
"5778","GO:0048643",6,0,1,1,"positive regulation of skeletal muscle tissue development","positive regulation of skeletal muscle tissue development"
"5779","GO:0048646",6,0,1,1,"anatomical structure formation involved in morphogenesis","anatomical structure formation involved in morphogenesis"
"5780","GO:0048664",7,0,1,1,"neuron fate determination","neuron fate determination"
"5781","GO:0048665",15,0,1,1,"neuron fate specification","neuron fate specification"
"5782","GO:0048672",7,0,1,1,"positive regulation of collateral sprouting","positive regulation of collateral sprouting"
"5783","GO:0048702",6,0,1,1,"embryonic neurocranium morphogenesis","embryonic neurocranium morphogenesis"
"5784","GO:0048703",7,0,1,1,"embryonic viscerocranium morphogenesis","embryonic viscerocranium morphogenesis"
"5785","GO:0048712",8,0,1,1,"negative regulation of astrocyte differentiation","negative regulation of astrocyte differentiation"
"5786","GO:0048713",5,0,1,1,"regulation of oligodendrocyte differentiation","regulation of oligodendrocyte differentiation"
"5787","GO:0048715",9,0,1,1,"negative regulation of oligodendrocyte differentiation","negative regulation of oligodendrocyte differentiation"
"5788","GO:0048730",5,0,1,1,"epidermis morphogenesis","epidermis morphogenesis"
"5789","GO:0048741",16,0,1,1,"skeletal muscle fiber development","skeletal muscle fiber development"
"5790","GO:0048755",6,0,1,1,"branching morphogenesis of a nerve","branching morphogenesis of a nerve"
"5791","GO:0048762",6,0,1,1,"mesenchymal cell differentiation","mesenchymal cell differentiation"
"5792","GO:0048790",6,0,1,1,"maintenance of presynaptic active zone structure","maintenance of presynaptic active zone structure"
"5793","GO:0048793",6,0,1,1,"pronephros development","pronephros development"
"5794","GO:0048843",8,0,1,1,"negative regulation of axon extension involved in axon guidance","negative regulation of axon extension involved in axon guidance"
"5795","GO:0048853",6,0,1,1,"forebrain morphogenesis","forebrain morphogenesis"
"5796","GO:0048874",9,0,1,1,"host-mediated regulation of intestinal microbiota composition","host-mediated regulation of intestinal microbiota composition"
"5797","GO:0048935",7,0,1,1,"peripheral nervous system neuron development","peripheral nervous system neuron development"
"5798","GO:0050291",6,0,1,1,"sphingosine N-acyltransferase activity","sphingosine N-acyltransferase activity"
"5799","GO:0050421",5,0,1,1,"nitrite reductase (NO-forming) activity","nitrite reductase (NO-forming) activity"
"5800","GO:0050427",11,0,1,1,"3'-phosphoadenosine 5'-phosphosulfate metabolic process","3'-phosphoadenosine 5'-phosphosulfate metabolic process"
"5801","GO:0050435",6,0,1,1,"amyloid-beta metabolic process","amyloid-beta metabolic process"
"5802","GO:0050656",6,0,1,1,"3'-phosphoadenosine 5'-phosphosulfate binding","3'-phosphoadenosine 5'-phosphosulfate binding"
"5803","GO:0050658",7,0,1,1,"RNA transport","RNA transport"
"5804","GO:0050665",7,0,1,1,"hydrogen peroxide biosynthetic process","hydrogen peroxide biosynthetic process"
"5805","GO:0050667",8,0,1,1,"homocysteine metabolic process","homocysteine metabolic process"
"5806","GO:0050693",7,0,1,1,"LBD domain binding","LBD domain binding"
"5807","GO:0050730",9,0,1,1,"regulation of peptidyl-tyrosine phosphorylation","regulation of peptidyl-tyrosine phosphorylation"
"5808","GO:0050767",29,0,1,1,"regulation of neurogenesis","regulation of neurogenesis"
"5809","GO:0050773",8,0,1,1,"regulation of dendrite development","regulation of dendrite development"
"5810","GO:0050774",6,0,1,1,"negative regulation of dendrite morphogenesis","negative regulation of dendrite morphogenesis"
"5811","GO:0050790",5,0,1,1,"regulation of catalytic activity","regulation of catalytic activity"
"5812","GO:0050793",5,0,1,1,"regulation of developmental process","regulation of developmental process"
"5813","GO:0050805",7,0,1,1,"negative regulation of synaptic transmission","negative regulation of synaptic transmission"
"5814","GO:0050848",12,0,1,1,"regulation of calcium-mediated signaling","regulation of calcium-mediated signaling"
"5815","GO:0050861",6,0,1,1,"positive regulation of B cell receptor signaling pathway","positive regulation of B cell receptor signaling pathway"
"5816","GO:0050871",5,0,1,1,"positive regulation of B cell activation","positive regulation of B cell activation"
"5817","GO:0050877",8,0,1,1,"nervous system process","nervous system process"
"5818","GO:0050909",8,0,1,1,"sensory perception of taste","sensory perception of taste"
"5819","GO:0050910",11,0,1,1,"detection of mechanical stimulus involved in sensory perception of sound","detection of mechanical stimulus involved in sensory perception of sound"
"5820","GO:0050920",5,0,1,1,"regulation of chemotaxis","regulation of chemotaxis"
"5821","GO:0050927",9,0,1,1,"positive regulation of positive chemotaxis","positive regulation of positive chemotaxis"
"5822","GO:0050953",8,0,1,1,"sensory perception of light stimulus","sensory perception of light stimulus"
"5823","GO:0050957",6,0,1,1,"equilibrioception","equilibrioception"
"5824","GO:0050996",7,0,1,1,"positive regulation of lipid catabolic process","positive regulation of lipid catabolic process"
"5825","GO:0051000",8,0,1,1,"positive regulation of nitric-oxide synthase activity","positive regulation of nitric-oxide synthase activity"
"5826","GO:0051006",5,0,1,1,"positive regulation of lipoprotein lipase activity","positive regulation of lipoprotein lipase activity"
"5827","GO:0051026",5,0,1,1,"chiasma assembly","chiasma assembly"
"5828","GO:0051081",5,0,1,1,"nuclear membrane disassembly","nuclear membrane disassembly"
"5829","GO:0051093",6,0,1,1,"negative regulation of developmental process","negative regulation of developmental process"
"5830","GO:0051122",5,0,1,1,"hepoxilin biosynthetic process","hepoxilin biosynthetic process"
"5831","GO:0051127",5,0,1,1,"positive regulation of actin nucleation","positive regulation of actin nucleation"
"5832","GO:0051142",5,0,1,1,"positive regulation of NK T cell proliferation","positive regulation of NK T cell proliferation"
"5833","GO:0051152",8,0,1,1,"positive regulation of smooth muscle cell differentiation","positive regulation of smooth muscle cell differentiation"
"5834","GO:0051170",5,0,1,1,"import into nucleus","import into nucleus"
"5835","GO:0051177",5,0,1,1,"meiotic sister chromatid cohesion","meiotic sister chromatid cohesion"
"5836","GO:0051205",5,0,1,1,"protein insertion into membrane","protein insertion into membrane"
"5837","GO:0051208",5,0,1,1,"sequestering of calcium ion","sequestering of calcium ion"
"5838","GO:0051223",5,0,1,1,"regulation of protein transport","regulation of protein transport"
"5839","GO:0051248",5,0,1,1,"negative regulation of protein metabolic process","negative regulation of protein metabolic process"
"5840","GO:0051259",14,0,1,1,"protein complex oligomerization","protein complex oligomerization"
"5841","GO:0051378",7,0,1,1,"serotonin binding","serotonin binding"
"5842","GO:0051379",6,0,1,1,"epinephrine binding","epinephrine binding"
"5843","GO:0051393",11,0,1,1,"alpha-actinin binding","alpha-actinin binding"
"5844","GO:0051490",5,0,1,1,"negative regulation of filopodium assembly","negative regulation of filopodium assembly"
"5845","GO:0051492",10,0,1,1,"regulation of stress fiber assembly","regulation of stress fiber assembly"
"5846","GO:0051495",5,0,1,1,"positive regulation of cytoskeleton organization","positive regulation of cytoskeleton organization"
"5847","GO:0051583",5,0,1,1,"dopamine uptake involved in synaptic transmission","dopamine uptake involved in synaptic transmission"
"5848","GO:0051593",7,0,1,1,"response to folic acid","response to folic acid"
"5849","GO:0051610",8,0,1,1,"serotonin uptake","serotonin uptake"
"5850","GO:0051620",5,0,1,1,"norepinephrine uptake","norepinephrine uptake"
"5851","GO:0051639",8,0,1,1,"actin filament network formation","actin filament network formation"
"5852","GO:0051650",5,0,1,1,"establishment of vesicle localization","establishment of vesicle localization"
"5853","GO:0051715",5,0,1,1,"cytolysis in another organism","cytolysis in another organism"
"5854","GO:0051775",8,0,1,1,"response to redox state","response to redox state"
"5855","GO:0051782",6,0,1,1,"negative regulation of cell division","negative regulation of cell division"
"5856","GO:0051791",5,0,1,1,"medium-chain fatty acid metabolic process","medium-chain fatty acid metabolic process"
"5857","GO:0051792",5,0,1,1,"medium-chain fatty acid biosynthetic process","medium-chain fatty acid biosynthetic process"
"5858","GO:0051793",5,0,1,1,"medium-chain fatty acid catabolic process","medium-chain fatty acid catabolic process"
"5859","GO:0051798",6,0,1,1,"positive regulation of hair follicle development","positive regulation of hair follicle development"
"5860","GO:0051861",6,0,1,1,"glycolipid binding","glycolipid binding"
"5861","GO:0051864",7,0,1,1,"histone H3K36 demethylase activity","histone H3K36 demethylase activity"
"5862","GO:0051873",5,0,1,1,"killing by host of symbiont cells","killing by host of symbiont cells"
"5863","GO:0051882",5,0,1,1,"mitochondrial depolarization","mitochondrial depolarization"
"5864","GO:0051902",5,0,1,1,"negative regulation of mitochondrial depolarization","negative regulation of mitochondrial depolarization"
"5865","GO:0051939",5,0,1,1,"gamma-aminobutyric acid import","gamma-aminobutyric acid import"
"5866","GO:0051967",6,0,1,1,"negative regulation of synaptic transmission, glutamatergic","negative regulation of synaptic transmission, glutamatergic"
"5867","GO:0051971",5,0,1,1,"positive regulation of transmission of nerve impulse","positive regulation of transmission of nerve impulse"
"5868","GO:0052629",7,0,1,1,"phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity","phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity"
"5869","GO:0052651",5,0,1,1,"monoacylglycerol catabolic process","monoacylglycerol catabolic process"
"5870","GO:0052658",5,0,1,1,"inositol-1,4,5-trisphosphate 5-phosphatase activity","inositol-1,4,5-trisphosphate 5-phosphatase activity"
"5871","GO:0052659",5,0,1,1,"inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity","inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity"
"5872","GO:0052742",5,0,1,1,"phosphatidylinositol kinase activity","phosphatidylinositol kinase activity"
"5873","GO:0052816",8,0,1,1,"long-chain fatty acyl-CoA hydrolase activity","long-chain fatty acyl-CoA hydrolase activity"
"5874","GO:0055008",10,0,1,1,"cardiac muscle tissue morphogenesis","cardiac muscle tissue morphogenesis"
"5875","GO:0055010",17,0,1,1,"ventricular cardiac muscle tissue morphogenesis","ventricular cardiac muscle tissue morphogenesis"
"5876","GO:0055056",14,0,1,1,"D-glucose transmembrane transporter activity","D-glucose transmembrane transporter activity"
"5877","GO:0055062",9,0,1,1,"phosphate ion homeostasis","phosphate ion homeostasis"
"5878","GO:0055085",153,160,1,1,"transmembrane transport","transmembrane transport"
"5879","GO:0055091",11,0,1,1,"phospholipid homeostasis","phospholipid homeostasis"
"5880","GO:0055093",11,0,1,1,"response to hyperoxia","response to hyperoxia"
"5881","GO:0055131",5,0,1,1,"C3HC4-type RING finger domain binding","C3HC4-type RING finger domain binding"
"5882","GO:0060008",6,0,1,1,"Sertoli cell differentiation","Sertoli cell differentiation"
"5883","GO:0060022",6,0,1,1,"hard palate development","hard palate development"
"5884","GO:0060039",7,0,1,1,"pericardium development","pericardium development"
"5885","GO:0060042",5,0,1,1,"retina morphogenesis in camera-type eye","retina morphogenesis in camera-type eye"
"5886","GO:0060044",9,0,1,1,"negative regulation of cardiac muscle cell proliferation","negative regulation of cardiac muscle cell proliferation"
"5887","GO:0060080",7,0,1,1,"inhibitory postsynaptic potential","inhibitory postsynaptic potential"
"5888","GO:0060091",5,0,1,1,"kinocilium","kinocilium"
"5889","GO:0060113",5,0,1,1,"inner ear receptor cell differentiation","inner ear receptor cell differentiation"
"5890","GO:0060117",5,0,1,1,"auditory receptor cell development","auditory receptor cell development"
